,pitch,start,end,duration,next_note
43195,65,10,12,2,62_2
43196,64,14,16,2,71_2
43197,69,8,10,2,67_2
43198,62,24,26,2,62_2
43199,71,26,28,2,69_2
43200,62,26,28,2,69_2
43201,62,26,28,2,62_2
43202,67,24,26,2,71_2
43203,65,26,28,2,71_2
43204,65,26,28,2,71_2
43205,62,2,4,2,62_4
43206,67,26,28,2,71_2
43207,62,24,26,2,67_2
43208,57,24,26,2,67_2
43209,67,20,24,4,60_2
43210,67,20,24,4,60_2
43211,65,4,8,4,64_4
43212,65,4,8,4,60_4
43213,65,6,8,2,64_2
43214,62,20,22,2,69_2
43215,65,20,24,4,69_4
43216,65,26,28,2,71_2
43217,62,4,6,2,64_2
43218,65,20,24,4,60_2
43219,60,29,30,1,68_1
43220,60,27,28,1,64_2
43221,64,28,30,2,68_1
43222,60,20,24,4,67_4
43223,64,26,28,2,60_2
43224,64,26,28,2,60_2
43225,64,26,28,2,65_2
43226,71,22,24,2,64_4
43227,62,26,28,2,69_2
43228,60,20,24,4,71_4
43229,69,18,20,2,62_4
43230,69,26,28,2,71_2
43231,69,26,28,2,64_2
43232,69,26,28,2,65_2
43233,71,26,28,2,60_2
43234,69,24,26,2,71_2
43235,64,20,24,4,65_4
43236,65,2,4,2,62_2
43237,62,24,28,4,71_2
43238,69,22,24,2,57_2
43239,69,22,24,2,57_2
43240,71,24,26,2,64_2
43241,69,4,8,4,71_4
43242,60,26,28,2,64_2
43243,69,8,12,4,65_2
43244,62,26,28,2,65_2
43245,60,4,8,4,65_4
43246,69,26,28,2,62_2
43247,69,26,28,2,62_2
43248,60,2,4,2,60_4
43249,62,26,28,2,62_2
43250,71,24,28,4,64_2
43251,64,26,28,2,67_2
43252,62,26,28,2,69_2
43253,65,24,26,2,64_2
43254,65,24,28,4,71_2
43255,69,26,28,2,65_2
43256,71,26,28,2,69_2
43257,62,26,28,2,60_2
43258,71,10,12,2,65_2
43259,60,26,28,2,65_2
43260,71,26,28,2,64_2
43261,69,26,28,2,62_2
43262,67,12,16,4,69_4
43263,69,22,24,2,60_4
43264,67,24,26,2,64_2
43265,60,26,28,2,60_2
43266,71,26,28,2,67_2
43267,62,24,28,4,60_2
43268,64,20,24,4,64_4
43269,67,26,28,2,64_2
43270,60,26,28,2,70_2
43271,65,10,12,2,65_2
43272,64,24,28,4,67_2
43273,64,24,28,4,64_2
43274,64,20,22,2,61_2
43275,69,22,24,2,69_2
43276,64,26,28,2,65_2
43277,62,24,26,2,62_2
43278,67,26,28,2,67_2
43279,62,16,20,4,64_2
43280,60,26,28,2,71_2
43281,69,20,24,4,62_4
43282,60,20,24,4,62_4
43283,62,26,28,2,71_2
43284,65,10,12,2,71_2
43285,64,26,28,2,67_2
43286,64,26,28,2,67_2
43287,64,26,28,2,67_2
43288,64,26,28,2,67_2
43289,64,26,28,2,67_2
43290,65,22,24,2,64_2
43291,65,22,24,2,64_2
43292,65,22,24,2,64_2
43293,69,24,26,2,67_2
43294,65,20,24,4,67_4
43295,60,22,24,2,62_4
43296,71,24,28,4,60_2
43297,64,24,28,4,60_2
43298,67,20,24,4,64_4
43299,67,20,24,4,64_4
43300,62,26,28,2,71_2
43301,60,26,28,2,62_2
43302,60,26,28,2,62_2
43303,60,20,24,4,64_4
43304,64,24,26,2,62_2
43305,71,24,26,2,71_2
43306,64,26,28,2,69_2
43307,69,22,24,2,59_2
43308,71,24,28,4,67_2
43309,65,26,28,2,62_2
43310,67,4,8,4,64_4
43311,71,22,24,2,71_2
43312,65,24,28,4,60_2
43313,65,24,28,4,60_2
43314,69,24,26,2,64_2
43315,62,24,28,4,64_2
43316,62,24,26,2,60_2
43317,67,26,28,2,60_2
43318,65,20,24,4,69_4
43319,62,24,26,2,62_2
43320,69,26,28,2,71_2
43321,57,26,28,2,57_2
43322,57,26,28,2,57_2
43323,57,26,28,2,57_2
43324,69,24,28,4,69_2
43325,62,26,28,2,71_2
43326,65,26,28,2,71_2
43327,69,20,24,4,64_4
43328,71,26,28,2,62_2
43329,69,28,29,1,69_1
43330,62,20,22,2,65_2
43331,62,26,28,2,69_2
43332,65,29,30,1,60_1
43333,64,26,28,2,62_2
43334,69,24,28,4,69_2
43335,67,24,26,2,62_2
43336,71,20,24,4,69_4
43337,60,24,26,2,71_2
43338,65,24,28,4,64_2
43339,65,26,28,2,62_2
43340,60,24,28,4,60_2
43341,64,24,28,4,60_2
43342,60,24,26,2,69_2
43343,67,6,8,2,71_2
43344,69,26,28,2,69_2
43345,67,26,28,2,60_2
43346,64,16,20,4,65_4
43347,64,24,28,4,64_2
43348,67,20,24,4,64_4
43349,65,6,8,2,64_2
43350,65,6,8,2,64_2
43351,65,24,26,2,64_2
43352,71,28,29,1,71_1
43353,59,28,29,1,65_1
43354,59,28,29,1,65_1
43355,59,28,29,1,65_1
43356,71,20,24,4,67_4
43357,62,20,24,4,60_4
43358,65,26,28,2,65_2
43359,65,26,28,2,65_2
43360,69,24,26,2,64_2
43361,64,22,24,2,65_4
43362,64,22,24,2,65_4
43363,65,24,28,4,71_2
43364,64,26,28,2,65_2
43365,69,20,22,2,60_2
43366,62,26,28,2,67_2
43367,64,20,24,4,65_4
43368,59,26,28,2,62_2
43369,60,24,28,4,65_2
43370,60,24,28,4,65_2
43371,62,20,24,4,67_4
43372,65,22,24,2,67_2
43373,71,6,8,2,64_2
43374,67,26,28,2,67_2
43375,71,12,14,2,64_2
43376,62,26,28,2,67_2
43377,69,26,28,2,67_2
43378,60,6,8,2,67_4
43379,67,26,28,2,62_2
43380,64,23,24,1,64_1
43381,69,20,24,4,62_4
43382,64,12,16,4,62_4
43383,69,26,28,2,60_2
43384,67,24,26,2,67_2
43385,67,20,24,4,60_4
43386,62,26,28,2,60_2
43387,67,26,28,2,65_2
43388,69,26,28,2,65_2
43389,71,24,26,2,60_2
43390,60,26,28,2,64_2
43391,65,4,6,2,65_2
43392,60,8,12,4,60_2
43393,71,26,28,2,62_2
43394,65,24,28,4,67_2
43395,60,24,26,2,69_2
43396,64,26,28,2,62_2
43397,67,26,28,2,65_2
43398,65,26,28,2,64_2
43399,67,26,28,2,69_2
43400,67,26,28,2,69_2
43401,67,4,8,4,65_4
43402,65,26,28,2,69_2
43403,67,24,26,2,60_2
43404,60,24,28,4,57_2
43405,71,24,28,4,62_2
43406,67,26,28,2,64_2
43407,64,24,26,2,67_2
43408,69,24,26,2,62_2
43409,62,26,28,2,65_2
43410,62,26,28,2,65_2
43411,62,26,28,2,65_2
43412,62,26,28,2,64_2
43413,71,22,24,2,62_4
43414,71,22,24,2,62_4
43415,62,26,28,2,60_2
43416,62,26,28,2,60_2
43417,62,20,24,4,67_4
43418,71,26,28,2,65_2
43419,64,2,4,2,65_4
43420,60,26,28,2,71_2
43421,64,26,28,2,69_2
43422,69,26,28,2,64_2
43423,67,8,12,4,62_4
43424,60,18,20,2,71_4
43425,71,16,18,2,69_2
43426,65,14,16,2,65_2
43427,67,26,28,2,67_2
43428,60,24,28,4,65_2
43429,64,26,28,2,62_2
43430,62,26,28,2,69_2
43431,64,26,28,2,64_2
43432,57,26,28,2,69_2
43433,71,24,26,2,69_2
43434,64,8,12,4,69_4
43435,62,26,28,2,62_2
43436,65,26,28,2,65_2
43437,65,26,28,2,62_2
43438,60,16,18,2,60_2
43439,71,14,16,2,71_2
43440,62,26,28,2,64_2
43441,71,26,28,2,60_2
43442,60,20,24,4,71_4
43443,60,26,28,2,71_2
43444,67,14,16,2,71_4
43445,67,21,22,1,66_1
43446,65,24,26,2,71_2
43447,64,26,28,2,69_2
43448,64,25,26,1,63_2
43449,64,26,28,2,62_2
43450,67,20,24,4,64_4
43451,67,20,24,4,64_4
43452,64,26,28,2,64_2
43453,71,26,28,2,67_2
43454,69,14,16,2,71_2
43455,62,4,6,2,67_2
43456,71,26,28,2,71_2
43457,69,26,28,2,67_2
43458,69,26,28,2,67_2
43459,69,26,28,2,67_2
43460,69,24,26,2,69_2
43461,69,24,26,2,69_2
43462,57,28,29,1,67_1
43463,60,22,24,2,60_1
43464,62,26,28,2,64_2
43465,69,26,28,2,65_2
43466,69,26,28,2,67_2
43467,62,26,28,2,64_2
43468,62,26,28,2,64_2
43469,71,28,29,1,65_1
43470,71,26,28,2,67_2
43471,64,20,24,4,69_4
43472,67,10,12,2,71_4
43473,69,22,24,2,69_4
43474,69,20,22,2,69_2
43475,69,26,28,2,67_2
43476,65,4,6,2,67_2
43477,62,26,28,2,65_2
43478,64,26,28,2,67_2
43479,65,22,24,2,65_4
43480,71,26,28,2,60_2
43481,65,16,18,2,60_2
43482,71,24,26,2,71_2
43483,67,26,28,2,65_2
43484,67,26,28,2,65_2
43485,62,26,28,2,67_2
43486,62,26,28,2,67_2
43487,62,26,28,2,67_2
43488,60,26,28,2,62_2
43489,69,24,28,4,71_2
43490,69,26,28,2,60_2
43491,60,26,28,2,65_2
43492,65,26,28,2,59_2
43493,69,20,24,4,60_2
43494,62,2,4,2,67_2
43495,60,10,12,2,71_2
43496,69,26,28,2,62_2
43497,69,26,28,2,62_2
43498,67,8,10,2,67_2
43499,67,22,24,2,64_2
43500,71,12,16,4,60_2
43501,60,24,26,2,62_2
43502,67,8,12,4,69_2
43503,62,24,26,2,62_2
43504,69,8,10,2,71_2
43505,64,22,24,2,60_4
43506,64,22,24,2,60_4
43507,67,22,24,2,67_2
43508,67,22,24,2,67_2
43509,67,26,28,2,64_2
43510,65,20,24,4,62_4
43511,62,24,28,4,71_2
43512,62,9,10,1,67_2
43513,71,20,24,4,69_4
43514,67,24,26,2,67_2
43515,65,26,28,2,69_2
43516,64,12,14,2,71_2
43517,67,26,28,2,65_2
43518,67,26,28,2,65_2
43519,67,26,28,2,71_2
43520,67,26,28,2,71_2
43521,62,20,24,4,59_2
43522,64,26,28,2,60_2
43523,67,24,28,4,62_2
43524,65,26,28,2,64_2
43525,69,29,30,1,62_1
43526,69,29,30,1,62_1
43527,69,29,30,1,62_1
43528,67,26,28,2,60_2
43529,62,26,28,2,64_2
43530,60,24,28,4,69_2
43531,62,26,28,2,64_2
43532,62,26,28,2,64_2
43533,69,26,28,2,64_2
43534,71,26,28,2,60_2
43535,69,26,28,2,67_2
43536,62,26,28,2,67_2
43537,62,26,28,2,67_2
43538,62,26,28,2,67_2
43539,67,24,28,4,64_2
43540,71,10,12,2,65_2
43541,64,2,4,2,67_4
43542,71,24,26,2,69_2
43543,69,26,28,2,71_2
43544,71,20,24,4,67_4
43545,64,29,30,1,62_1
43546,64,29,30,1,62_1
43547,55,29,30,1,57_1
43548,67,20,24,4,60_4
43549,67,8,12,4,69_4
43550,65,20,24,4,62_4
43551,67,26,28,2,67_2
43552,65,26,28,2,71_2
43553,57,26,28,2,69_2
43554,62,26,28,2,71_2
43555,60,26,28,2,60_2
43556,62,24,26,2,62_2
43557,69,28,29,1,65_1
43558,64,28,29,1,65_1
43559,67,26,28,2,71_2
43560,67,26,28,2,71_2
43561,67,26,28,2,69_2
43562,69,22,24,2,64_2
43563,69,20,24,4,60_4
43564,62,20,24,4,64_4
43565,62,20,24,4,67_4
43566,69,26,28,2,71_2
43567,69,26,28,2,64_2
43568,67,26,28,2,64_2
43569,57,26,28,2,60_2
43570,67,26,28,2,64_2
43571,67,26,28,2,64_2
43572,69,26,28,2,69_2
43573,71,26,28,2,65_2
43574,64,10,12,2,59_2
43575,67,4,8,4,65_4
43576,60,24,26,2,71_2
43577,67,26,28,2,64_2
43578,64,22,24,2,69_4
43579,64,26,28,2,62_2
43580,65,24,28,4,67_2
43581,65,26,28,2,65_2
43582,69,26,28,2,69_2
43583,69,26,28,2,69_2
43584,65,4,8,4,57_4
43585,60,26,28,2,62_2
43586,64,24,26,2,64_2
43587,67,24,26,2,64_2
43588,60,26,28,2,67_2
43589,60,26,28,2,67_2
43590,67,20,24,4,65_4
43591,67,16,20,4,61_4
43592,71,12,14,2,69_2
43593,69,28,29,1,65_1
43594,69,28,29,1,65_1
43595,55,26,28,2,67_2
43596,64,26,28,2,60_2
43597,60,26,28,2,71_2
43598,62,12,16,4,69_4
43599,69,26,28,2,65_2
43600,64,26,28,2,62_2
43601,62,26,28,2,62_2
43602,71,26,28,2,65_2
43603,69,24,28,4,64_2
43604,67,26,28,2,71_2
43605,71,26,28,2,64_2
43606,67,2,4,2,60_4
43607,64,26,28,2,60_2
43608,62,20,24,4,71_4
43609,62,20,24,4,60_4
43610,60,20,24,4,67_4
43611,64,24,28,4,71_2
43612,69,24,28,4,67_2
43613,60,26,28,2,67_2
43614,67,24,28,4,69_2
43615,67,26,28,2,71_2
43616,60,24,26,2,69_1
43617,65,26,28,2,60_2
43618,64,18,20,2,60_4
43619,65,20,24,4,67_4
43620,71,16,18,2,60_2
43621,60,20,24,4,65_4
43622,60,26,28,2,67_2
43623,65,26,28,2,69_2
43624,71,26,28,2,71_2
43625,59,26,28,2,67_2
43626,65,24,26,2,67_2
43627,64,20,24,4,60_4
43628,62,24,26,2,60_2
43629,69,24,26,2,65_2
43630,62,8,12,4,64_2
43631,64,29,30,1,65_1
43632,62,26,28,2,62_2
43633,64,20,22,2,67_2
43634,64,20,22,2,67_2
43635,71,26,28,2,62_2
43636,65,24,28,4,62_2
43637,60,24,28,4,65_2
43638,64,24,26,2,57_2
43639,62,24,28,4,67_2
43640,62,24,28,4,67_2
43641,65,20,24,4,64_4
43642,60,24,26,2,71_2
43643,67,26,28,2,64_2
43644,71,26,28,2,64_2
43645,71,26,28,2,60_2
43646,64,26,28,2,64_2
43647,59,26,28,2,60_2
43648,67,26,28,2,64_2
43649,71,20,24,4,67_4
43650,60,24,26,2,61_2
43651,62,20,24,4,71_4
43652,60,26,28,2,62_2
43653,60,26,28,2,62_2
43654,69,26,28,2,60_2
43655,71,24,28,4,65_2
43656,57,26,28,2,59_2
43657,65,26,28,2,59_2
43658,60,26,28,2,64_2
43659,60,26,28,2,64_2
43660,60,26,28,2,64_2
43661,57,26,28,2,64_2
43662,67,26,28,2,64_2
43663,64,29,30,1,69_1
43664,64,26,28,2,64_2
43665,60,20,24,4,71_4
43666,67,26,28,2,69_2
43667,57,26,28,2,69_2
43668,65,26,28,2,71_2
43669,71,20,24,4,57_4
43670,69,26,28,2,67_2
43671,65,26,28,2,60_2
43672,69,20,24,4,69_4
43673,67,24,26,2,64_2
43674,64,16,20,4,64_2
43675,69,26,28,2,64_2
43676,67,26,28,2,60_2
43677,65,22,24,2,65_2
43678,65,22,24,2,65_2
43679,60,26,28,2,64_2
43680,60,26,28,2,64_2
43681,71,20,24,4,64_4
43682,64,16,20,4,69_2
43683,59,2,4,2,60_2
43684,69,20,22,2,69_2
43685,71,22,24,2,62_4
43686,62,2,4,2,62_2
43687,65,22,24,2,67_2
43688,64,22,24,2,69_4
43689,67,22,24,2,62_4
43690,67,22,24,2,64_4
43691,65,16,20,4,65_4
43692,67,10,12,2,65_2
43693,65,26,28,2,64_2
43694,60,24,28,4,62_2
43695,64,10,12,2,67_2
43696,69,26,28,2,67_2
43697,71,26,28,2,62_2
43698,60,24,26,2,69_2
43699,71,2,4,2,64_2
43700,62,22,24,2,65_2
43701,62,26,28,2,65_2
43702,62,26,28,2,65_2
43703,71,26,28,2,69_2
43704,71,26,28,2,69_2
43705,64,26,28,2,60_2
43706,71,24,26,2,67_2
43707,65,18,20,2,71_4
43708,57,24,28,4,71_2
43709,59,28,29,1,66_1
43710,59,28,29,1,66_1
43711,62,26,28,2,71_2
43712,62,26,28,2,71_2
43713,64,26,28,2,71_2
43714,62,20,22,2,71_2
43715,60,18,20,2,67_2
43716,64,24,26,2,62_2
43717,64,24,28,4,62_2
43718,67,26,28,2,65_2
43719,71,26,28,2,69_2
43720,64,29,30,1,70_1
43721,65,26,28,2,67_2
43722,69,24,28,4,65_2
43723,71,26,28,2,60_2
43724,69,24,28,4,65_2
43725,60,18,20,2,67_4
43726,67,24,28,4,62_2
43727,71,26,28,2,60_2
43728,71,26,28,2,60_2
43729,71,24,28,4,69_2
43730,62,26,28,2,64_2
43731,62,26,28,2,64_2
43732,62,26,28,2,62_2
43733,62,24,26,2,60_2
43734,60,24,26,2,69_2
43735,62,20,24,4,71_4
43736,65,26,28,2,67_2
43737,65,26,28,2,64_2
43738,65,26,28,2,67_2
43739,62,24,28,4,71_2
43740,69,24,28,4,60_2
43741,57,28,29,1,64_1
43742,64,24,28,4,62_2
43743,64,26,28,2,64_2
43744,71,2,4,2,64_4
43745,60,24,26,2,65_2
43746,65,20,24,4,67_4
43747,60,26,28,2,62_2
43748,64,24,28,4,67_2
43749,60,26,28,2,69_2
43750,60,26,28,2,69_2
43751,64,26,28,2,60_2
43752,62,26,28,2,71_2
43753,62,26,28,2,65_2
43754,65,20,24,4,71_4
43755,65,20,24,4,71_4
43756,62,24,26,2,62_2
43757,67,24,26,2,69_2
43758,67,20,22,2,69_2
43759,65,26,28,2,71_2
43760,69,26,28,2,69_2
43761,62,26,28,2,65_2
43762,60,24,26,2,67_2
43763,60,16,20,4,64_4
43764,67,24,28,4,60_2
43765,60,24,28,4,59_2
43766,64,24,26,2,62_2
43767,69,16,20,4,64_4
43768,71,26,28,2,69_2
43769,62,12,16,4,62_2
43770,65,28,29,1,70_1
43771,64,26,28,2,69_2
43772,71,24,26,2,64_2
43773,71,24,26,2,64_2
43774,67,26,28,2,71_2
43775,71,12,16,4,60_2
43776,64,24,26,2,69_2
43777,64,8,12,4,60_2
43778,59,24,28,4,59_2
43779,59,24,28,4,59_2
43780,64,24,26,2,67_2
43781,67,26,28,2,69_2
43782,59,20,24,4,57_4
43783,67,24,28,4,69_2
43784,71,20,24,4,60_4
43785,69,26,28,2,62_2
43786,60,8,12,4,64_4
43787,57,18,20,2,64_4
43788,64,20,22,2,62_2
43789,65,26,28,2,64_2
43790,67,29,30,1,65_1
43791,71,24,28,4,64_2
43792,62,27,28,1,60_2
43793,62,27,28,1,60_2
43794,64,28,29,1,64_1
43795,64,29,30,1,62_1
43796,71,29,30,1,71_1
43797,71,29,30,1,71_1
43798,71,29,30,1,71_1
43799,71,29,30,1,71_1
43800,71,29,30,1,71_1
43801,69,29,30,1,71_1
43802,60,26,28,2,67_2
43803,60,26,28,2,67_2
43804,60,26,28,2,60_2
43805,60,26,28,2,67_2
43806,71,26,28,2,71_2
43807,69,26,28,2,67_2
43808,69,26,28,2,67_2
43809,69,26,28,2,67_2
43810,69,26,28,2,67_2
43811,69,26,28,2,67_2
43812,69,26,28,2,67_2
43813,69,26,28,2,67_2
43814,69,26,28,2,67_2
43815,69,26,28,2,67_2
43816,69,26,28,2,67_2
43817,60,26,28,2,71_2
43818,64,10,12,2,67_2
43819,62,10,12,2,65_2
43820,69,2,4,2,60_4
43821,64,26,28,2,69_2
43822,69,26,28,2,62_2
43823,64,28,29,1,60_1
43824,64,28,29,1,60_1
43825,60,26,28,2,62_2
43826,62,20,24,4,64_4
43827,64,26,28,2,65_2
43828,64,26,28,2,64_2
43829,67,26,28,2,65_2
43830,67,4,8,4,64_4
43831,65,20,24,4,64_4
43832,69,26,28,2,65_2
43833,60,22,24,2,69_4
43834,67,16,18,2,71_2
43835,67,26,28,2,69_2
43836,60,26,28,2,60_2
43837,69,26,28,2,67_2
43838,69,14,16,2,69_2
43839,67,19,20,1,67_2
43840,64,6,8,2,69_4
43841,64,2,4,2,64_2
43842,71,24,26,2,67_2
43843,60,24,28,4,69_2
43844,65,26,28,2,69_2
43845,64,20,22,2,65_2
43846,65,24,28,4,60_2
43847,65,20,24,4,69_4
43848,67,2,4,2,71_4
43849,65,26,28,2,71_2
43850,64,26,28,2,69_2
43851,60,26,28,2,60_2
43852,69,26,28,2,60_2
43853,69,26,28,2,60_2
43854,69,26,28,2,60_2
43855,69,26,28,2,60_2
43856,69,26,28,2,60_2
43857,69,26,28,2,60_2
43858,65,20,24,4,69_4
43859,65,20,24,4,69_4
43860,65,20,24,4,69_4
43861,65,24,26,2,65_2
43862,64,26,28,2,65_2
43863,71,24,26,2,62_2
43864,64,24,28,4,65_2
43865,65,26,28,2,60_2
43866,62,4,6,2,69_2
43867,65,24,28,4,65_2
43868,67,8,12,4,64_4
43869,71,24,28,4,62_2
43870,69,24,26,2,60_2
43871,71,24,26,2,60_2
43872,67,22,24,2,62_4
43873,60,22,24,2,60_4
43874,60,22,24,2,60_4
43875,67,20,22,2,69_2
43876,71,24,26,2,69_2
43877,64,24,26,2,67_2
43878,69,27,28,1,71_1
43879,67,20,24,4,69_4
43880,64,24,28,4,69_2
43881,67,24,26,2,69_2
43882,64,26,28,2,67_2
43883,64,27,28,1,62_2
43884,67,26,28,2,62_2
43885,71,26,28,2,65_2
43886,71,26,28,2,65_2
43887,65,26,28,2,62_2
43888,67,26,28,2,71_2
43889,69,26,28,2,69_2
43890,62,26,28,2,71_2
43891,71,4,8,4,71_4
43892,67,26,28,2,60_2
43893,67,26,28,2,60_2
43894,60,16,20,4,67_2
43895,62,12,16,4,62_4
43896,60,26,28,2,64_2
43897,69,24,28,4,62_2
43898,62,26,28,2,71_2
43899,60,26,28,2,60_1
43900,60,26,28,2,60_1
43901,60,26,28,2,60_1
43902,65,24,28,4,64_2
43903,65,24,28,4,64_2
43904,65,24,28,4,64_2
43905,59,24,28,4,63_2
43906,62,24,27,3,62_1
43907,67,22,24,2,56_4
43908,67,22,24,2,56_4
43909,64,20,24,4,65_4
43910,64,26,28,2,64_2
43911,69,24,26,2,60_2
43912,60,26,28,2,67_2
43913,65,27,28,1,63_2
43914,67,27,28,1,63_2
43915,71,28,29,1,65_1
43916,67,2,4,2,64_2
43917,69,26,28,2,60_2
43918,60,8,10,2,67_2
43919,65,26,28,2,67_2
43920,60,28,29,1,62_1
43921,60,28,29,1,62_1
43922,64,27,28,1,69_1
43923,64,27,28,1,69_1
43924,64,24,28,4,64_2
43925,71,20,22,2,60_2
43926,64,18,20,2,69_4
43927,71,26,28,2,65_2
43928,71,26,28,2,65_2
43929,57,2,4,2,57_2
43930,67,26,28,2,67_2
43931,65,26,28,2,69_2
43932,62,24,28,4,71_2
43933,64,26,28,2,62_2
43934,69,24,28,4,71_2
43935,67,24,28,4,67_2
43936,62,26,28,2,60_2
43937,62,24,26,2,59_2
43938,62,20,24,4,64_4
43939,62,26,28,2,64_2
43940,60,20,24,4,69_4
43941,65,22,24,2,69_2
43942,71,26,28,2,64_2
43943,65,24,28,4,69_2
43944,71,20,24,4,60_4
43945,71,20,24,4,60_4
43946,67,26,28,2,65_2
43947,64,24,26,2,69_2
43948,64,26,28,2,69_2
43949,65,16,20,4,62_4
43950,64,21,22,1,69_1
43951,65,12,16,4,60_4
43952,65,12,16,4,60_4
43953,62,6,8,2,62_4
43954,71,20,24,4,64_4
43955,64,26,28,2,64_2
43956,60,26,28,2,62_2
43957,71,26,28,2,64_2
43958,65,20,24,4,69_4
43959,64,26,28,2,67_2
43960,65,26,28,2,71_2
43961,62,10,12,2,67_2
43962,62,22,24,2,67_4
43963,65,20,24,4,65_2
43964,62,10,12,2,67_2
43965,67,20,24,4,69_4
43966,71,2,4,2,62_2
43967,71,12,16,4,64_2
43968,64,4,6,2,60_2
43969,71,22,24,2,71_2
43970,62,2,4,2,69_2
43971,65,16,20,4,67_4
43972,71,26,28,2,69_2
43973,65,20,24,4,60_4
43974,60,20,24,4,64_4
43975,65,24,26,2,62_2
43976,64,14,16,2,71_2
43977,62,26,28,2,69_2
43978,57,20,24,4,71_4
43979,67,12,16,4,71_2
43980,69,8,10,2,69_2
43981,64,24,26,2,67_2
43982,71,16,20,4,69_4
43983,67,6,8,2,69_4
43984,69,22,24,2,71_4
43985,62,22,24,2,71_2
43986,71,26,28,2,60_2
43987,60,26,28,2,64_2
43988,60,26,28,2,64_2
43989,64,28,29,1,62_1
43990,64,28,29,1,62_1
43991,64,28,29,1,62_1
43992,60,26,27,1,60_1
43993,60,26,27,1,60_1
43994,57,25,26,1,70_1
43995,57,25,26,1,70_1
43996,57,26,28,2,62_3
43997,57,26,28,2,62_3
43998,67,24,26,2,71_2
43999,62,24,28,4,64_2
44000,60,26,28,2,60_2
44001,71,20,24,4,60_4
44002,67,26,28,2,65_2
44003,62,20,24,4,71_4
44004,60,26,28,2,64_2
44005,65,24,26,2,57_2
44006,60,22,24,2,62_4
44007,64,26,28,2,65_2
44008,67,26,28,2,62_2
44009,71,20,24,4,65_4
44010,62,2,4,2,65_2
44011,62,26,28,2,64_2
44012,62,26,28,2,69_2
44013,62,26,28,2,69_2
44014,71,20,24,4,71_4
44015,65,4,8,4,60_2
44016,67,20,24,4,60_4
44017,65,26,28,2,71_2
44018,64,20,24,4,62_4
44019,64,20,24,4,62_4
44020,64,20,24,4,62_4
44021,60,26,28,2,64_2
44022,62,22,24,2,71_4
44023,64,2,4,2,62_2
44024,64,24,26,2,64_2
44025,67,26,28,2,64_2
44026,60,26,28,2,69_2
44027,67,22,24,2,69_4
44028,60,26,28,2,69_2
44029,62,24,28,4,71_2
44030,67,24,26,2,62_2
44031,62,26,28,2,57_2
44032,71,4,8,4,62_4
44033,65,14,16,2,71_4
44034,67,24,26,2,59_2
44035,67,24,26,2,59_2
44036,69,20,24,4,71_4
44037,62,20,24,4,60_4
44038,62,22,24,2,71_4
44039,65,26,28,2,60_2
44040,65,26,28,2,60_2
44041,65,26,28,2,62_2
44042,59,26,28,2,65_2
44043,62,26,28,2,62_2
44044,60,16,18,2,65_2
44045,64,20,22,2,65_2
44046,65,26,28,2,69_2
44047,71,10,12,2,65_2
44048,53,29,30,1,60_1
44049,52,29,30,1,61_1
44050,71,26,28,2,65_2
44051,71,26,28,2,65_2
44052,60,26,28,2,62_2
44053,62,24,26,2,60_2
44054,62,22,24,2,67_1
44055,64,26,28,2,62_2
44056,67,4,8,4,71_2
44057,65,24,28,4,60_2
44058,71,26,28,2,60_2
44059,71,26,28,2,60_2
44060,65,22,24,2,64_2
44061,62,26,28,2,69_2
44062,64,22,24,2,64_2
44063,62,12,14,2,60_2
44064,67,14,16,2,65_4
44065,67,26,28,2,67_2
44066,65,28,29,1,69_1
44067,65,29,30,1,71_1
44068,69,22,24,2,67_4
44069,62,26,28,2,60_2
44070,65,26,28,2,65_2
44071,65,24,26,2,65_2
44072,60,2,4,2,67_2
44073,64,24,26,2,64_2
44074,67,8,10,2,62_2
44075,62,4,8,4,65_2
44076,60,8,12,4,65_2
44077,71,24,26,2,67_2
44078,65,8,12,4,65_2
44079,64,20,24,4,69_4
44080,71,26,28,2,65_2
44081,71,26,28,2,67_2
44082,67,26,28,2,60_2
44083,60,20,24,4,62_4
44084,65,26,28,2,67_2
44085,62,26,28,2,71_2
44086,69,27,28,1,60_1
44087,69,27,28,1,60_1
44088,71,24,26,2,71_2
44089,69,24,28,4,60_2
44090,64,26,28,2,57_2
44091,60,24,26,2,67_2
44092,71,24,26,2,64_2
44093,65,26,28,2,69_2
44094,62,29,30,1,66_1
44095,65,24,26,2,71_2
44096,71,26,28,2,65_2
44097,69,20,24,4,64_4
44098,64,24,28,4,71_2
44099,62,2,4,2,71_4
44100,69,26,28,2,65_2
44101,62,26,28,2,60_2
44102,67,4,6,2,62_2
44103,64,26,28,2,67_2
44104,60,28,29,1,71_1
44105,64,28,29,1,56_1
44106,57,23,24,1,65_2
44107,60,24,28,4,65_2
44108,65,20,24,4,65_4
44109,62,20,24,4,71_4
44110,60,10,12,2,71_2
44111,62,26,28,2,69_2
44112,67,24,26,2,67_2
44113,62,26,28,2,71_2
44114,71,26,28,2,67_2
44115,71,26,28,2,67_2
44116,71,26,28,2,57_2
44117,64,24,26,2,67_2
44118,67,2,4,2,60_2
44119,60,26,28,2,60_2
44120,67,26,28,2,69_2
44121,65,26,28,2,65_2
44122,69,4,8,4,64_4
44123,65,26,28,2,69_2
44124,64,24,26,2,69_2
44125,69,26,28,2,69_2
44126,69,22,24,2,69_2
